lp	wojewodztwo	woj	powiat	pow	gmina	gmi	miasto	lok	ubiegal	operator	odpowiedz	termininw	innaodp	data
868	MAZOWIECKIE	14	miński	12	Mińsk Mazowiecki (gmina miejska)	1	Stojadła	Ogrodowa	1	2	3	0	"Odpowiedź Orange (TP): brak możliwości technicznych, firma zew., pracująca dla operatora twierdzi, że wystarczy doprowadzić 220 m przewodu do budynku.
Odpowiedź Netii: Zamówienie nr 1112500 zmieniło stan na Zamknięte na Nie."	2012-10-15 21:08
869	LUBELSKIE	6	radzyński	15	Radzyń Podlaski (gmina miejska)	1	Białka 91		1	1	1	0		2012-10-15 21:18
870	MAZOWIECKIE	14	wołomiński	34	Radzymin (gmina miejsko-wiejska)	9	Nadma	Malinowa	1	2	1	0		2012-10-15 21:39
871	MAŁOPOLSKIE	12	tatrzański	17	Kościelisko (gmina wiejska)	4	Kościelisko	Rysuówka	1	3	3	0	później.... Brak precyzyjnego określenie kiedy...	2012-10-15 23:47
872	MAŁOPOLSKIE	12	dąbrowski	4	Bolesław (gmina wiejska)	1	Kanna		1	3	3	0	światłowody przechodzą przez moją posesję - przerwana inwestycja tpsa. Po kablu można dostać jakąś marną prędkość pod wielkim znakiem zapytania jej działania. 	2012-10-16 00:11
873	PODLASKIE	20	Suwałki	63	Suwałki (gmina miejska)	1	huta	huta 1a,1,2,3	1	5	1	0		2012-10-16 05:29
874	WARMIŃSKO-MAZURSKIE	28	olsztyński	14	Purda (gmina wiejska)	10	Przykop 15 B		1	1	3	0	na obecny czas brak planu inwestycyjnego	2012-10-16 06:38
875	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 08:11
876	PODLASKIE	20	grajewski	4	Grajewo (gmina miejska)	1	Grajewo		2	0	0	0		2012-10-16 08:14
877	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Dobra	Zielona Górka	1	1	2	3		2012-10-16 08:32
878	LUBELSKIE	6	lubelski	9	Niedrzwica Duża (gmina wiejska)	10	Trojaczkowice		2	0	0	0		2012-10-16 09:06
879	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 09:21
880	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 09:22
881	ŁÓDZKIE	10	wieluński	17	Pątnów (gmina wiejska)	7	Dzietrzniki		2	0	0	0		2012-10-16 09:34
882	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 09:34
883	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 09:56
884	LUBELSKIE	6	Chełm	62	Chełm (gmina miejska)	1	chełm	staszica	1	5	3	0	np. Telekomunikacja kolejowa ma światłowód w tej lokalizacji ale dla 10 czy 15 domów nie opłaca im się podłączać	2012-10-16 10:12
885	MAZOWIECKIE	14	Warszawa	65	Warszawa (gmina miejska, miasto stołeczne)	1	Warszawa Białołęka 	Dziwna 	1	1	1	0		2012-10-16 10:26
886	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Malinowa	2	0	0	0		2012-10-16 10:32
887	KUJAWSKO-POMORSKIE	4	brodnicki	2	Świedziebnia (gmina wiejska)	9	okalewko		1	1	1	0		2012-10-16 10:55
888	LUBELSKIE	6	hrubieszowski	4	Hrubieszów (gmina wiejska)	4	Cichobórz		2	0	0	0		2012-10-16 10:58
889	PODKARPACKIE	18	lubaczowski	9	Narol (gmina miejsko-wiejska)	5	Narol	Sobieskiego	2	0	0	0		2012-10-16 11:06
890	PODLASKIE	20	hajnowski	5	Hajnówka (gmina miejska)	1	hajnówka		2	0	0	0		2012-10-16 11:10
891	MAŁOPOLSKIE	12	Kraków	61	Kraków (gmina miejska)	1	Kraków	Talowskiego	1	2	3	0	jest ADSL, ale tylko 1Mb/s	2012-10-16 11:11
895	WARMIŃSKO-MAZURSKIE	28	olsztyński	14	Purda (gmina wiejska)	10	Nowa Wieś		1	2	1	0		2012-10-16 12:02
896	MAŁOPOLSKIE	12	chrzanowski	3	Trzebinia (gmina miejsko-wiejska)	5	Czyżówka		1	1	2	4		2012-10-16 12:06
897	MAZOWIECKIE	14	piaseczyński	18	Tarczyn (gmina miejsko-wiejska)	6	Marylka	Akacjowa	1	2	1	0		2012-10-16 12:28
898	PODLASKIE	20	sokólski	11	Szudziałowo (gmina wiejska)	10	Cała Gmina za wyjątkiem Szudziałowa		1	5	1	0		2012-10-16 12:32
899	KUJAWSKO-POMORSKIE	4	włocławski	18	Boniewo (gmina wiejska)	3	OSIECZ MAŁY	OSIECZ MAŁY	1	3	1	0		2012-10-16 12:48
900	KUJAWSKO-POMORSKIE	4	nakielski	10	Szubin (gmina miejsko-wiejska)	5	RYNARZEWO	LESZCZYNOWA	1	3	1	0		2012-10-16 12:52
901	MAŁOPOLSKIE	12	krakowski	6	Czernichów (gmina wiejska)	1	Nowa Wieś Szlachcecka		1	5	3	0	brak warunkow w praktyce, tylko w reklamach byly warunki	2012-10-16 13:09
902	PODKARPACKIE	18	przeworski	14	Kańczuga (gmina miejsko-wiejska)	5	KAŃCZUGA		2	0	0	0		2012-10-16 13:09
903	MAŁOPOLSKIE	12	krakowski	6	Czernichów (gmina wiejska)	1	Nowa Wieś Szlachecka		1	2	1	0		2012-10-16 13:10
904	PODKARPACKIE	18	Krosno	61	Krosno (gmina miejska)	1	KROSNO		1	3	2	2		2012-10-16 13:12
905	PODLASKIE	20	sokólski	11	Sidra (gmina wiejska)	7	Sidra		2	0	0	0		2012-10-16 13:15
906	MAŁOPOLSKIE	12	chrzanowski	3	Trzebinia (gmina miejsko-wiejska)	5	Trzebinia	całe miasto	1	4	2	4		2012-10-16 13:46
907	PODKARPACKIE	18	ropczycko-sędziszowski	15	Ostrów (gmina wiejska)	2	Ocieka		1	2	1	0		2012-10-16 13:59
908	MAŁOPOLSKIE	12	tarnowski	16	Skrzyszów (gmina wiejska)	8	Ładna		1	4	1	0		2012-10-16 14:15
909	MAZOWIECKIE	14	Warszawa	65	Warszawa (gmina miejska, miasto stołeczne)	1	Warszawa	Trawiasta	1	10	1	0		2012-10-16 15:12
910	KUJAWSKO-POMORSKIE	4	nakielski	10	Sadki (gmina wiejska)	4	Kraczki		1	1	1	0		2012-10-16 15:18
911	MAŁOPOLSKIE	12	brzeski	2	Iwkowa (gmina wiejska)	6	Iwkowa		1	1	1	0		2012-10-16 15:20
912	MAZOWIECKIE	14	nowodworski	14	Zakroczym (gmina miejsko-wiejska)	6	Wólka Smoszewska (Zakroczym Uroczysko)		1	1	1	0		2012-10-16 16:17
913	KUJAWSKO-POMORSKIE	4	chełmiński	4	Unisław (gmina wiejska)	7	GŁAŻEWO		1	1	1	0		2012-10-16 16:43
914	PODLASKIE	20	kolneński	6	Turośl (gmina wiejska)	6	Łacha		1	3	1	0		2012-10-16 17:02
915	PODLASKIE	20	łomżyński	7	Przytuły (gmina wiejska)	6	BAGIENICE		1	10	1	0		2012-10-16 17:40
916	MAZOWIECKIE	14	wołomiński	34	Kobyłka (gmina miejska)	1	Kobyłka	Leśmiana	1	2	1	0		2012-10-16 17:52
917	MAŁOPOLSKIE	12	tarnowski	16	Tarnów (gmina wiejska)	9	Tarnowiec	Urocza	1	3	1	0		2012-10-16 18:24
918	MAZOWIECKIE	14	piaseczyński	18	Piaseczno (gmina miejsko-wiejska)	4	Piaseczno	Orężna	1	1	3	0	Stara naziemna linia, brak możliwości nowych podłączeń.	2012-10-16 18:30
919	KUJAWSKO-POMORSKIE	4	włocławski	18	Fabianki (gmina wiejska)	7	Cyprianka		1	3	1	0		2012-10-16 18:33
920	PODKARPACKIE	18	jarosławski	4	Radymno (gmina miejska)	2	Radymno		1	1	0	0		2012-10-16 19:04
921	LUBELSKIE	6	hrubieszowski	4	Hrubieszów (gmina wiejska)	4	Moniatycze Kolonia		1	1	1	0		2012-10-16 19:17
922	PODKARPACKIE	18	jarosławski	4	Jarosław (gmina miejska)	1	Jarosław		1	2	3	0	Brak możliwości udostępnienia szybkiego łącza internetowego stacjonarnego pow. 10 Mb/s z powodu starych łączy, kabli itp. Obecna maksymalna prędkość łączy stacjonarnych w mieście < 6 Mb/s. Możliwe zwiększenie prędkości internetu po rozbudowie sieci ale kiedy nie wiadomo.	2012-10-16 20:38
923	MAŁOPOLSKIE	12	myślenicki	9	Myślenice (gmina miejsko-wiejska)	3	Myślenice	Armii Krajowej	1	2	1	0		2012-10-16 20:58
924	LUBELSKIE	6	radzyński	15	Radzyń Podlaski (gmina miejska)	1	Radzyń Podlaski		2	0	0	0		2012-10-16 21:11
925	PODKARPACKIE	18	Krosno	61	Krosno (gmina miejska)	1	Krosno	Korczyńska	1	1	1	0		2012-10-16 21:30
926	LUBELSKIE	6	hrubieszowski	4	Hrubieszów (gmina wiejska)	4	Brodzica		1	3	1	0		2012-10-16 21:53
927	WARMIŃSKO-MAZURSKIE	28	olsztyński	14	Biskupiec (gmina miejsko-wiejska)	2	Lipowo		1	3	1	0		2012-10-16 22:35
928	KUJAWSKO-POMORSKIE	4	brodnicki	2	Świedziebnia (gmina wiejska)	9	Świedziebnia		1	1	1	0		2012-10-16 23:06
929	LUBUSKIE	8	gorzowski	1	Deszczno (gmina wiejska)	3	Kiełpin		1	2	1	0		2012-10-16 23:21
930	MAŁOPOLSKIE	12	wadowicki	18	Wadowice (gmina miejsko-wiejska)	9	Chocznia	kościuszki	1	2	1	0		2012-10-16 23:43
931	PODLASKIE	20	łomżyński	7	Miastkowo (gmina wiejska)	3	drogoszewo		1	5	1	0		2012-10-17 01:39
932	MAŁOPOLSKIE	12	krakowski	6	Zielonki (gmina wiejska)	17	Januszowice		2	0	0	0		2012-10-17 07:09
933	PODKARPACKIE	18	jasielski	5	Krempna (gmina wiejska)	6	Grab/Ożenna		1	1	1	0		2012-10-17 07:18
934	PODLASKIE	20	białostocki	2	Supraśl (gmina miejsko-wiejska)	9	Supraśl	Majowa	1	2	3	0		2012-10-17 07:41
935	MAŁOPOLSKIE	12	tarnowski	16	Wierzchosławice (gmina wiejska)	11	Wierzchosławice - Dwudniaki		1	3	3	0	brak zsięgu , stare skrzynki telefoniczne, małe zapotrzebowanie 	2012-10-17 08:09
936	KUJAWSKO-POMORSKIE	4	nakielski	10	Sadki (gmina wiejska)	4	Sadki	Kasztanowa	1	2	1	0		2012-10-17 08:23
937	LUBELSKIE	6	świdnicki	17	Rybczewice (gmina wiejska)	4	Rybczewice Drugie		2	0	0	0		2012-10-17 08:57
938	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina wiejska)	3	Kominy	Słowikowa	2	0	0	0		2012-10-17 09:02
939	MAZOWIECKIE	14	piaseczyński	18	Piaseczno (gmina miejsko-wiejska)	4	Pilawa	Lipowa, Kwitnąca	1	1	1	0		2012-10-17 09:03
940	DOLNOŚLĄSKIE	2	wrocławski	23	Siechnice (gmina miejsko-wiejska)	8	Iwiny	Kościuszki 51	1	1	3	0	"Witam serdecznie. Złożyłem wniosek do TP (Orange) o przyłączenie telefonu i internetu w 2007 roku. Odpowiedź była, że brak możliwości technicznych. A tu w 2011 Zrobiono sieć podziemną, podłączono sąsiadów, a mnie pominięto. W odpowiedzi na moje aktualne zgłoszenia otrzymuję brak możliwości technicznych, mimo, że dom obok te możliwości były. W TP (Orange) dowiedziałem się, ze moje zgłoszenie z 2007 roku jest w systemie i oni nie wiedzą dla czego zostałem pominięty. Gdzie mam się zgłosić?
Z wyraz"	2012-10-17 09:04
941	LUBELSKIE	6	bialski	1	Sosnówka (gmina wiejska)	15	Dębów		1	1	1	0		2012-10-17 09:40
942	KUJAWSKO-POMORSKIE	4	toruński	15	Wielka Nieszawka (gmina wiejska)	8	Wielka nieszawka	Piękna - Zielona - Toruńska - OSIEDLE	1	1	1	0		2012-10-17 09:56
943	MAZOWIECKIE	14	wołomiński	34	Radzymin (gmina miejsko-wiejska)	9	Nadma	Malinowa 5	1	1	2	4		2012-10-17 10:22
944	LUBELSKIE	6	chełmski	3	Żmudź (gmina wiejska)	14	Pobołowice-Kolonia 33		1	1	1	0		2012-10-17 10:26
945	MAŁOPOLSKIE	12	nowotarski	11	Czorsztyn (gmina wiejska)	4	Sromowce Wyżne	Św. Kingi	1	2	1	0		2012-10-17 11:20
946	MAŁOPOLSKIE	12	krakowski	6	Zielonki (gmina wiejska)	17	Bibice	Wiśniowa	1	1	1	0		2012-10-17 11:32
947	POMORSKIE	22	wejherowski	15	Reda (gmina miejska)	1	Reda	Drużynowa	1	2	1	0		2012-10-17 11:33
948	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Wołczkowo	Zimowa, Letnia	1	4	1	0		2012-10-17 11:39
949	PODKARPACKIE	18	jarosławski	4	Laszki (gmina wiejska)	5	Bobrówka		1	1	1	0		2012-10-17 12:00
950	LUBELSKIE	6	zamojski	20	Radecznica (gmina wiejska)	8	Radecznica	B.Prusa	2	0	0	0		2012-10-17 12:14
951	WIELKOPOLSKIE	30	Poznań	64	Poznań (gmina miejska)	1	Poznań	Stęszewska	1	2	3	0	Posiadam internet szerokopasmowy	2012-10-17 12:14
952	MAZOWIECKIE	14	pruszkowski	21	Brwinów (gmina miejsko-wiejska)	3	Żółwin	Bajkowa 3	1	3	2	4		2012-10-17 12:26
953	PODLASKIE	20	łomżyński	7	Łomża (gmina wiejska)	2	Stare Kupiski	Brzozowa	1	2	1	0		2012-10-17 12:32
954	PODKARPACKIE	18	jarosławski	4	Radymno (gmina miejska)	2	RADYMNO	KOŚCIUSZKI	1	2	1	0		2012-10-17 12:45
955	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	SIEROSŁAW		1	2	2	3		2012-10-17 12:52
956	MAŁOPOLSKIE	12	krakowski	6	Liszki (gmina wiejska)	7	Chrosna		1	1	1	0		2012-10-17 12:57
957	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski		1	1	1	0		2012-10-17 13:14
958	WARMIŃSKO-MAZURSKIE	28	giżycki	6	Wydminy (gmina wiejska)	10	Grądzkie		1	5	1	0		2012-10-17 13:14
959	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień pomorski	polna	2	0	0	0		2012-10-17 13:17
960	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina miejska)	1	Brodnica		1	2	3	0	Uwarunkowanie geograficzne (miasto usytuowane w niecce) czyni inwestycję w infrastrukturę nieopłacalną.	2012-10-17 13:19
961	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Unin	-	1	3	2	4		2012-10-17 13:22
962	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	WOLIN	MONIUSZKI25	2	0	0	0		2012-10-17 13:22
963	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Miłachowo		1	2	1	0		2012-10-17 13:26
964	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	3-go Maja 2	1	2	1	0		2012-10-17 13:31
965	ZACHODNIOPOMORSKIE	32	kamieński	7	Golczewo (gmina miejsko-wiejska)	2	Wysoka kamieńska	ul.Pomorska 20	1	3	2	1		2012-10-17 13:38
966	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Ładzin		1	3	2	1		2012-10-17 13:40
967	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina wiejska)	3	Brodnica	Żeglarska	1	2	1	0		2012-10-17 13:45
968	KUJAWSKO-POMORSKIE	4	włocławski	18	Izbica Kujawska (gmina miejsko-wiejska)	8	Świętosławice		2	0	0	0		2012-10-17 13:48
969	PODKARPACKIE	18	kolbuszowski	6	Niwiska (gmina wiejska)	4	Niwiska		1	1	1	0		2012-10-17 13:54
970	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	borzysław		2	0	0	0		2012-10-17 13:58
971	ZACHODNIOPOMORSKIE	32	kamieński	7	Międzyzdroje (gmina miejsko-wiejska)	4	Lubin		1	3	1	0		2012-10-17 13:59
972	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Wolin	Bolesława Chrobrego	1	1	3	0	jest to kosztowna inwestycja, ponieważ trzeba prowadzić nowa sieć.Dodam że jest to nowe osiedle domków jednorodzinnych,niektórzy zamieszkują juz tam 9 lat.	2012-10-17 14:01
973	ZACHODNIOPOMORSKIE	32	kamieński	7	Golczewo (gmina miejsko-wiejska)	2	Wysoka Kamienska	Wiejska	1	2	1	0		2012-10-17 14:02
974	PODLASKIE	20	kolneński	6	Turośl (gmina wiejska)	6	Łacha		1	1	1	0		2012-10-17 14:10
975	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Wrzosowo	Wrzosowo 71	1	2	1	0		2012-10-17 14:12
976	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Skoszewo		1	2	1	0		2012-10-17 14:17
977	PODLASKIE	20	siemiatycki	10	Perlejewo (gmina wiejska)	8	Leśniki		1	3	1	0		2012-10-17 14:45
978	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Kołczewko		1	2	1	0		2012-10-17 14:45
979	PODKARPACKIE	18	krośnieński	7	Korczyna (gmina wiejska)	5	Korczyna		1	2	1	0		2012-10-17 15:03
980	PODKARPACKIE	18	ropczycko-sędziszowski	15	Ostrów (gmina wiejska)	2	Ostrów		2	0	0	0		2012-10-17 15:04
981	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Grębowo		1	4	1	0		2012-10-17 15:06
982	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	kamień pomorski	gryficka	1	1	1	0		2012-10-17 15:12
983	PODLASKIE	20	kolneński	6	Turośl (gmina wiejska)	6	Łacha		1	3	1	0		2012-10-17 15:19
984	PODLASKIE	20	kolneński	6	Turośl (gmina wiejska)	6	Łacha		1	4	1	0		2012-10-17 15:20
985	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	3	1	0		2012-10-17 15:27
986	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	2	1	0		2012-10-17 15:28
987	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	3	0	0		2012-10-17 15:29
988	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	3	0	0		2012-10-17 15:30
989	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	3	0	0		2012-10-17 15:30
990	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	2	1	0		2012-10-17 15:32
991	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Kornela Makuszyńskiego	1	3	1	0		2012-10-17 15:33
992	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Recław		1	1	1	0		2012-10-17 15:37
993	ZACHODNIOPOMORSKIE	32	kamieński	7	Świerzno (gmina wiejska)	5	chomino		1	2	1	0		2012-10-17 15:43
994	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	4-go Pułku Piechoty	1	2	1	0		2012-10-17 15:59
995	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Karola Szymanowskiego	1	2	1	0		2012-10-17 16:01
996	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Korzęcin		1	1	1	0		2012-10-17 16:09
997	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Żółcino		1	1	1	0		2012-10-17 16:21
998	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Chopina	2	0	0	0		2012-10-17 16:25
999	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Rarwino		1	1	1	0		2012-10-17 16:32
1000	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski		2	0	0	0		2012-10-17 16:32
1001	WIELKOPOLSKIE	30	leszczyński	13	Wijewo (gmina wiejska)	6	Zaborówiec		1	2	1	0		2012-10-17 17:21
1002	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Fryderyka Chopina	0	0	3	0	Przedstawiciele Orange,którzy reprezentują TP S.A twierdzą że inwestycja będzie zakończona w tym roku i miała być rozpoczęta w październiku, jednak nic nie wskazuje że jest cokolwiek planowane aby położyć kabel.Czekamy cierpliwie aby mieć możliwość z korzystania ze stałego łącza a nie drogiego mobilnego internetu	2012-10-17 17:25
1003	MAZOWIECKIE	14	grodziski	5	Żabia Wola (gmina wiejska)	6	Grzmiąca	Polnej Róży 1	1	3	2	3		2012-10-17 17:46
1004	ZACHODNIOPOMORSKIE	32	kamieński	7	Dziwnów (gmina miejsko-wiejska)	1	Dziwnówek	Zdrojowa	1	4	3	0		2012-10-17 17:52
1005	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Mierzyn	Równa	1	1	2	4		2012-10-17 17:56
1006	ZACHODNIOPOMORSKIE	32	kamieński	7	Świerzno (gmina wiejska)	5	Stuchowo		1	1	1	0		2012-10-17 18:04
1007	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Szpitalna6/5	1	2	3	0	"Netia, u której zamówiłam usługę nie wywiązała się a ponadto zapłaciłam kare za przed terminowe rozwiązanie umowy.Nie mogłam korzystać z usług ponieważ odesłałam ""ruter"". Teraz korzystam z PLAY ,ale też nie jestem zadowolona,ponieważ jest drogo i mała ilość MB."	2012-10-17 18:20
1008	LUBELSKIE	6	chełmski	3	Chełm (gmina wiejska)	3	Serebrzyszcze		1	2	1	0		2012-10-17 18:45
1009	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Rarwino		2	0	0	0		2012-10-17 19:22
1010	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	wrzosowo	osiedle Bursztynowe	1	2	3	0	Nie są w stanie określić terminu realizacji inwestycji.	2012-10-17 19:33
1011	ZACHODNIOPOMORSKIE	32	kamieński	7	Świerzno (gmina wiejska)	5	Gostyń		2	0	0	0		2012-10-17 19:33
1012	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Wisełka		1	1	3	0	Ograniczenie do 2 GB	2012-10-17 19:34
1013	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Borucin		1	1	1	0		2012-10-17 19:37
1014	ZACHODNIOPOMORSKIE	32	kamieński	7	Świerzno (gmina wiejska)	5	Świerzno		1	2	1	0		2012-10-17 19:38
1015	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	wrzosowo		2	0	0	0		2012-10-17 19:40
1016	LUBELSKIE	6	hrubieszowski	4	Werbkowice (gmina wiejska)	8	Werbkowice	Księdza Klingera	1	1	1	0		2012-10-17 19:48
1017	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Wisełka	Warnowska	1	2	1	0		2012-10-17 19:56
1018	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Łuskowo		1	2	1	0		2012-10-17 20:04
1019	ŚLĄSKIE	24	żywiecki	17	Ślemień (gmina wiejska)	12	Las	Ul. Borowina	1	2	1	0		2012-10-17 20:12
1020	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Wisełka	Świerkowa	1	1	3	0	Połeżenie kabla przekraacza pewną kwotę i poprostu nie położa bo się niekalkuluję im ta inwestycja.	2012-10-17 20:19
1021	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Wrzosowo	Os. Bursztynowe	1	1	1	0		2012-10-17 20:20
1022	PODLASKIE	20	łomżyński	7	Łomża (gmina wiejska)	2	Koty		1	1	1	0		2012-10-17 20:23
1023	ZACHODNIOPOMORSKIE	32	kamieński	7	Golczewo (gmina miejsko-wiejska)	2	Kretlewo		1	2	1	0		2012-10-17 20:25
1024	PODKARPACKIE	18	rzeszowski	16	Głogów Małopolski (gmina miejsko-wiejska)	6	Budy Głogowskie		1	4	1	0		2012-10-17 20:27
1025	PODKARPACKIE	18	leżajski	8	Nowa Sarzyna (gmina miejsko-wiejska)	5	Nowa Sarzyna	Jelna	1	1	1	0		2012-10-17 20:32
1026	KUJAWSKO-POMORSKIE	4	toruński	15	Wielka Nieszawka (gmina wiejska)	8	Mała Nieszawka	Prosta	1	2	1	0		2012-10-17 20:55
1027	MAZOWIECKIE	14	przasnyski	22	Czernice Borowe (gmina wiejska)	3	Grójec		1	3	1	0		2012-10-17 21:05
1028	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Chopina	1	1	1	0		2012-10-17 21:12
1029	OPOLSKIE	16	kluczborski	4	Wołczyn (gmina miejsko-wiejska)	4	Wołczyn	Rynek	1	1	0	0		2012-10-17 21:18
1030	KUJAWSKO-POMORSKIE	4	chełmiński	4	Unisław (gmina wiejska)	7	Unisław	Grudziądzka	1	2	1	0		2012-10-17 21:29
1031	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Wrzosowo		1	1	1	0		2012-10-17 21:54
1032	KUJAWSKO-POMORSKIE	4	nakielski	10	Kcynia (gmina miejsko-wiejska)	1	PALMIEROWO		1	1	1	0		2012-10-17 22:03
1033	LUBELSKIE	6	krasnostawski	6	Kraśniczyn (gmina wiejska)	6	Bończa	nr55	1	2	1	0		2012-10-17 22:23
1034	ZACHODNIOPOMORSKIE	32	kamieński	7	Kamień Pomorski (gmina miejsko-wiejska)	3	Kamień Pomorski	Chrobrego	1	1	1	0		2012-10-17 22:29
